PHOTO_0,-,-,-
FS,139.257017533547,100.9123134225,-
DF,59.5567628391397,114.424559883328,-
DF,63.0455073401659,120.532599152572,-
DF,65.8137470738236,125.759866676709,-
DF,68.1812011328622,131.556601251721,-
DF,73.7714433607958,134.355621764888,-
DF,78.5369221350534,135.980253944905,-
FS,87.0686563826751,136.371604627566,-
DF,85.0188145506265,127.490665405267,-
DF,80.4870847988026,123.07896011722,-
DF,77.1228073743425,123.576457232327,-
DF,77.3919236851026,131.35692482033,-
DF,80.8510767542057,135.108923132919,-
DF,84.2085882458646,137.144824038844,-
DF,87.8115834264638,138.434297599289,-
DF,90.21358021353,139.293946639585,-
DF,92.6813605369518,140.607707702597,-
DF,96.3323679957275,141.987516592899,-
DF,98.7663729682446,142.907389186434,-
FE,103.634382913279,144.747134373503,-
TIME,-,-,00:00:00.1158465
FS,405.165776696316,686.591209327296,-
DF,406.052100329436,687.823020793959,-
DF,407.825200349477,689.282986434018,-
DF,411.687020843138,689.394973599425,-
DF,414.37463678918,689.142850150803,-
DF,415.521711516145,688.989455467884,-
DF,420.013790153007,691.9368321027,-
FE,428.997947426729,697.831585372331,-
TIME,-,-,00:00:00.1429167
FS,454.734026997588,730.669447524409,-
DF,455.141298397567,731.826480831069,-
DF,455.097519293004,733.058143549565,-
DF,456.031085569216,733.848767405226,-
DF,456.137831207667,734.408704007656,-
DF,456.20011324987,734.432920885017,-
DF,455.427364473522,734.517389435259,-
DF,455.155254199125,733.553327923505,-
DF,455.047705969188,733.215956088776,-
DF,456.863144743378,734.353631661761,-
DF,459.061067501107,736.547265488162,-
DF,460.60903160908,737.816934209957,-
FE,460.625033200086,738.994823331458,-
TIME,-,-,00:00:00.2838385
END_1
PHOTO_0,-,-,-
FS,454.734026997588,730.669447524409,-
DF,455.141298397567,731.826480831069,-
DF,455.097519293004,733.058143549565,-
DF,456.031085569216,733.848767405226,-
DF,456.137831207667,734.408704007656,-
DF,456.20011324987,734.432920885017,-
DF,455.427364473522,734.517389435259,-
DF,455.155254199125,733.553327923505,-
DF,455.047705969188,733.215956088776,-
DF,456.863144743378,734.353631661761,-
DF,459.061067501107,736.547265488162,-
DF,460.60903160908,737.816934209957,-
FE,460.625033200086,738.994823331458,-
TIME,-,-,00:00:00.2838385
END_1
