PHOTO_2,-,-,-
DF,1086.74597908127,61.0543506193879,-
DF,1087.42036025436,62.2956171244984,-
DF,1087.18997559327,63.0639638529238,-
DF,1087.55575375448,64.0316518871229,-
DF,1088.02322626255,64.7372864913401,-
DF,1088.3352422344,64.6778627802349,-
DF,1087.10226953309,64.9161442615745,-
DF,1086.33789779762,64.9257611264128,-
DF,1086.27424852579,64.0785705010273,-
DF,1085.32995477282,63.4350715209484,-
DF,1084.57866977325,63.8697358741191,-
DF,1084.25718610721,64.8950536914674,-
DF,1083.72515226886,65.5603859132652,-
DF,1083.8157946386,65.0718618390357,-
DF,1084.3657876726,65.0455729357173,-
DF,1085.90705886422,64.0989688164275,-
DF,1088.32739284886,63.5017956512243,-
DF,1093.25419892907,63.3683037729691,-
DF,1103.285798852,63.1710036033926,-
DF,1109.30266027615,63.0817894853928,-
DF,1114.27691710299,62.2658312772476,-
DF,1116.02939364981,60.4227420318251,-
DF,1117.20017644329,59.2839785828962,-
DF,1118.13483426824,57.066186290526,-
DF,1120.43186726337,55.0795578794843,-
DF,1122.43097270579,53.3808453909107,-
DF,1124.31781449366,53.2068413549428,-
DF,1124.32598369864,52.1018569446637,-
DF,1123.89211357051,52.5414663273637,-
DF,1124.53729255979,52.1128686234883,-
DF,1125.3858938306,51.1133296793828,-
DF,1126.24651240718,50.3748042926324,-
DF,1125.78761040108,49.3717500539249,-
DF,1126.48624835971,49.7920437604365,-
DF,1126.81689205474,50.0447792790315,-
DF,1126.736680755,50.0214409324907,-
DF,1126.43607006617,49.7851376172903,-
DF,1126.65480378294,49.2177031415973,-
DF,1127.86759351428,48.7473192119593,-
DF,1128.13276888871,49.3863645824527,-
DF,1128.42311381335,49.5988098538482,-
DF,1129.53720559502,49.4902676504568,-
DF,1136.66880765063,47.6251898120899,-
DF,1141.97959601431,46.0938017827386,-
DF,1151.7977485847,42.6866248772396,-
DF,1154.94829767381,39.8482235069287,-
DF,1157.52511272034,38.6753456827972,-
DF,1158.7647537694,38.3009869317905,-
DF,1160.63656459447,38.7182579559179,-
DF,1163.58371340641,37.7153852044104,-
DF,1165.61799213508,38.1586705194306,-
DF,1167.3108162388,39.4815670132974,-
DF,1168.8466747355,41.0362336925136,-
DF,1170.66119054649,42.6341099692576,-
DF,1171.87916525136,43.8815367724265,-
DF,1170.49322795591,45.682518918897,-
DF,1168.867173949,47.1718768969117,-
DF,1168.37531677588,48.3490448190653,-
DF,1167.88326646434,49.5194691397943,-
DF,1168.35542639535,50.7252504709124,-
DF,1168.58789248523,50.9517116277079,-
DF,1169.67925455389,49.8616319180426,-
DF,1170.17038610625,49.2557266707649,-
DF,1169.16522050974,50.8138709185433,-
DF,1168.48176165496,46.9933749899933,-
DF,1169.87743051915,44.8514927496871,-
DF,1178.48813393432,38.6675404422064,-
DF,1186.24999547021,35.9174111382726,-
DF,1191.76415628115,34.7751478324532,-
DF,1195.8072146344,33.9059378996858,-
DF,1197.92122923972,31.162764930567,-
DF,1199.30222371065,28.8686524084578,-
DF,1201.12393240984,27.3583395296157,-
DF,1202.38732317061,26.2948539943626,-
DF,1202.81617222877,24.8444942478871,-
DF,1202.58107684459,24.6282748486606,-
DF,1203.45473523333,24.7872793325247,-
DF,1204.47347831866,24.2984070249429,-
DF,1204.82709857311,24.2706053192044,-
DF,1204.06128488532,23.3128361626225,-
DF,1203.37152216292,22.8005858262315,-
DF,1203.3207405836,21.7739125589794,-
DF,1204.36806504665,21.9875880910366,-
DF,1204.87623101013,21.5403706784085,-
DF,1206.09122192923,20.5827285827364,-
DF,1206.3670360544,19.362155129998,-
DF,1207.1619787875,17.8058173755939,-
DF,1205.64114802259,15.8123346193773,-
DF,1205.32910268715,16.8177834083059,-
DF,1205.06062078938,17.8237457867718,-
DF,1206.8333420994,19.4973201554384,-
DF,1208.31496023726,18.9429566237387,-
DF,1209.29674183614,18.716857340224,-
DF,1209.30361053975,16.8033981082169,-
DF,1208.78117781267,15.4581428772438,-
DF,1208.94401659786,15.151675448715,-
DF,1207.68233073661,16.0360665989722,-
DF,1206.89509438705,16.4950817184665,-
DF,1206.95387265508,16.7435043505,-
DF,1208.16793551289,17.1409829450006,-
DF,1209.19835239208,19.582585204373,-
DF,1211.84292031828,23.247541216561,-
DF,1215.61895058498,25.0570737322944,-
DF,1220.03374216286,25.8420829670019,-
DF,1224.56474582143,26.1427771142009,-
DF,1225.1420398833,26.644657219656,-
DF,1225.40396394065,26.0392421046397,-
DF,1224.73434157123,25.04573119152,-
DF,1225.62442405374,27.486216912802,-
DF,1224.21193141473,33.8342543286188,-
DF,1222.80038123247,38.3874390752769,-
DF,1223.44715705095,40.4095440987237,-
DF,1223.39964351989,41.3205595808979,-
DF,1223.9528064334,42.4801763748143,-
DF,1223.18819895507,44.7722575425386,-
DF,1222.80597427683,46.1607269385649,-
DF,1221.38918138261,46.0034047704296,-
DF,1219.44655547304,45.7973565424897,-
DF,1218.26935567233,45.9278981567336,-
DF,1217.52893462984,46.3559544117669,-
DF,1219.37733546125,46.0280463883134,-
DF,1220.74773683554,43.879538566999,-
DF,1215.99724072636,40.4184274151061,-
DF,1207.53158428416,39.011937493098,-
DF,1198.17876798148,40.8139864778248,-
DF,1192.79520146348,42.6410759766276,-
DF,1188.74451291262,44.8962827088848,-
DF,1186.52075861062,45.7971158302578,-
DF,1184.87494493574,48.0016458081519,-
DF,1183.4529044189,49.8790027126242,-
DF,1182.66903004115,50.9936573574789,-
DF,1182.39228535166,52.1800713095991,-
DF,1181.3181699926,52.4972530440241,-
DF,1179.21772168769,51.8444284293485,-
DF,1177.57533196028,51.6557403505533,-
DF,1177.39704096993,53.1413748394971,-
DF,1177.94115249517,54.7355174226196,-
DF,1178.28240029382,56.1527525407535,-
DF,1177.32625156546,54.4530336197102,-
DF,1176.3669642648,53.3661982218812,-
DF,1175.33670398651,52.6195208430783,-
DF,1175.52537056092,51.4694528314978,-
DF,1175.67852007348,50.7198953020683,-
DF,1175.66654336525,50.9099627007602,-
DF,1174.90167864244,51.6881890115109,-
DF,1174.50573154616,53.9481915034901,-
DF,1174.37249857787,55.7065738367474,-
DF,1171.80680609201,59.6384027231639,-
DF,1166.74957224111,62.6594348234609,-
DF,1160.03562295478,63.7430876864469,-
DF,1153.00438449549,67.4614809155103,-
DF,1148.49839106818,70.8563829256997,-
DF,1145.95921160127,74.0004836500607,-
DF,1144.95187282469,71.7977369793538,-
DF,1144.01777030385,71.4552601337733,-
DF,1142.8848954791,71.7284061985126,-
DF,1143.18883216947,72.4427829722745,-
DF,1143.79427065409,72.4232681211095,-
DF,1145.31211596551,72.809726324922,-
DF,1146.5179917091,73.0361078386971,-
DF,1146.7353759614,72.372990820339,-
DF,1145.69413138371,71.8409355273609,-
DF,1144.57984180623,71.4586114863781,-
DF,1144.16454320857,70.3707154686201,-
DF,1144.65870716301,69.7649028322141,-
DF,1145.33949163319,67.9259092782296,-
DF,1146.0723619578,66.1330702974039,-
DF,1146.27471047682,65.0721426041819,-
DF,1146.36230203183,65.306556327709,-
DF,1144.36398971665,66.3037113810347,-
DF,1139.37618860191,66.4371233497597,-
DF,1132.45439740783,65.1097649011582,-
DF,1126.96356931072,62.5394810250695,-
DF,1124.55479207656,60.6557063799941,-
DF,1124.28659593814,59.1880645294413,-
DF,1124.93234634754,58.0052151977096,-
DF,1124.81728970855,57.6690760336056,-
DF,1124.71682943341,58.0787256300803,-
DF,1124.67093710156,58.6058080995996,-
DF,1124.07922571783,59.3410977754795,-
DF,1124.64711021738,60.7241215586737,-
DF,1125.57995922247,61.6054070494387,-
DF,1126.77439832221,61.8331186899265,-
DF,1127.29507809468,60.3700476438544,-
DF,1127.38815634473,58.7965979413625,-
DF,1128.02182119958,58.7235409641644,-
DF,1127.63092319565,58.3329143872983,-
DF,1127.39562017225,59.5173054965626,-
DF,1126.44331238459,60.9203265320566,-
DF,1125.30716298258,63.4047048233958,-
DF,1124.73696897647,64.9253428826308,-
DF,1125.38233894087,65.7923052411751,-
DF,1125.9999648168,65.8731108758829,-
DF,1126.15674317561,66.1545974574325,-
DF,1125.02699688884,66.5070945581284,-
DF,1124.11702384679,66.7816030492943,-
DF,1123.4740363042,67.5275214610234,-
DF,1123.75864837884,68.3127934993337,-
DF,1125.21580942467,68.4252087318839,-
DF,1125.64664116121,67.8899456805319,-
DF,1126.25884290361,65.8761409980841,-
DF,1126.08450443694,65.7174569284819,-
DF,1126.55431442106,65.0746686031545,-
DF,1126.53608116055,64.288057165376,-
DF,1126.09980489155,64.6259694551706,-
DF,1125.71561430213,66.2196736950047,-
DF,1126.06264711582,66.9374597012148,-
DF,1126.89462251043,66.5348086671504,-
DF,1127.82350021385,65.9800773327793,-
DF,1125.33887343441,66.6755532715275,-
DF,1115.33492618101,67.2424561164878,-
DF,1103.08322368627,70.0324960104876,-
DF,1088.55929292277,66.8515455160235,-
DF,1076.38550151074,64.1647544187528,-
DF,1068.2330122326,62.5377163316711,-
DF,1063.78598724674,61.1892540680179,-
DF,1060.99050307585,60.9984163562314,-
DF,1059.29171887761,60.8930130517387,-
DF,1058.46390711307,61.4180042705798,-
DF,1057.73479347361,59.8575094490685,-
DF,1057.6664217682,58.8142468461305,-
DF,1057.65767764869,58.8615693353402,-
DF,1057.97479351813,60.3959885662586,-
DF,1057.58977173317,61.6709631166068,-
DF,1057.82589742869,63.357720067958,-
DF,1058.61138024503,64.6962758037519,-
DF,1059.08550266339,65.5968739420216,-
DF,1058.77920891117,67.076352595845,-
DF,1058.44592855886,67.1688286611124,-
DF,1057.84094499058,67.2555738085788,-
DF,1057.38572861993,69.2081938232357,-
DF,1058.15997999814,71.5047451798676,-
DF,1058.47987944324,73.2763549084316,-
DF,1059.14857303837,74.6210984871231,-
DF,1059.35800108861,75.3662081899343,-
DF,1060.17971777714,76.1929266007292,-
DF,1061.03167783139,75.6482148561803,-
DF,1060.56278635209,76.6889409417246,-
DF,1059.91983015128,76.8776915854025,-
DF,1058.25642843388,77.1499029122449,-
DF,1057.90321092268,77.8598680284035,-
DF,1057.55342886991,78.0285913418281,-
DF,1057.24392055171,78.1801870345418,-
DF,1057.70732931926,78.2377248995728,-
DF,1057.76948720972,78.6996482128501,-
DF,1058.21229327128,80.0055809107955,-
DF,1057.94912740894,80.9051657773989,-
DF,1057.91942073348,81.2643924355543,-
DF,1057.87282435267,81.6821441420636,-
DF,1057.46129976726,82.0503761401731,-
DF,1057.67247264271,81.9251721610661,-
DF,1058.26473823792,82.3722876682937,-
DF,1057.766170409,83.197083311036,-
DF,1056.59780299413,84.1205280744816,-
DF,1055.42300378117,85.4996404764385,-
DF,1057.68612343835,86.1019712036748,-
DF,1059.47613586257,86.8624873268174,-
DF,1060.08452077346,87.1522726789652,-
DF,1058.34744447618,88.4641726841454,-
DF,1056.93205574691,89.0325350511071,-
DF,1049.47307619799,87.5731447039503,-
DF,1041.36309440864,90.1343024111583,-
DF,1033.95674563678,92.0488243429519,-
DF,1025.57503409937,95.1509084971521,-
DF,1020.89863600625,96.7362307289434,-
DF,1017.6038540919,96.0222759482756,-
DF,1015.34741039116,95.8585087197614,-
DF,1013.611353869,95.1581636624362,-
DF,1012.98869902877,95.4460241816876,-
DF,1013.11301661499,94.7212320939933,-
DF,1013.63519395452,94.3944196885134,-
DF,1013.35131086677,94.9210313746095,-
DF,1013.29130160891,95.4716559802186,-
DF,1012.19665010946,95.3808034364037,-
DF,1011.79804841091,95.3900765967817,-
DF,1011.76093646521,95.291106774332,-
DF,1011.68673963178,95.5271633090013,-
DF,1011.8374286725,96.2140618743874,-
DF,1012.27033805268,97.4888666707309,-
DF,1012.41325813353,98.500690547688,-
DF,1013.30599261501,98.4731004215422,-
DF,1013.52510686207,97.9721212356111,-
DF,1012.54619900262,96.9821011318778,-
DF,1011.43195488547,96.382600622051,-
DF,1011.17629753818,95.9966115561983,-
DF,1011.65465008846,94.8449144402652,-
DF,1011.84605590806,94.375098434481,-
DF,1011.73487807251,92.8336609728227,-
DF,1011.02465207672,91.6217527545573,-
DF,1011.03114243751,90.4093410304432,-
DF,1010.85096679656,88.9196225246422,-
DF,1010.31338762911,88.1227204101867,-
DF,1010.6430881963,87.1676399621309,-
DF,1011.42706157567,85.9786756564001,-
DF,1012.07872708053,84.6023008629875,-
DF,1011.60292931954,84.8263636082045,-
DF,1011.420106494,85.3278681744855,-
DF,1012.15600772366,85.358372817554,-
DF,1012.12685210696,85.4959683755359,-
DF,1012.01477569789,86.4411877200291,-
DF,1010.89225882138,87.8362598002478,-
DF,1010.6391806681,88.9308595569044,-
DF,1011.5505649332,90.0760694153518,-
DF,1012.18186367227,90.2766541760343,-
DF,1011.57669983687,89.7576803214007,-
DF,1012.73960996519,89.0542867864835,-
DF,1021.67565071341,88.4245532905923,-
DF,1031.98619508891,87.8389714524929,-
DF,1047.12544299124,87.3493783969411,-
DF,1054.94947944386,84.6002205400973,-
DF,1060.15040414711,82.4414357602345,-
DF,1063.92114623305,81.7415954133892,-
DF,1065.63615899856,80.5854497050784,-
DF,1066.42562287254,80.0679585215302,-
DF,1066.46980080524,79.2949313817332,-
DF,1067.59384933095,79.9913648143082,-
DF,1067.60925056267,80.365402151069,-
DF,1067.98977789462,78.6633601642803,-
DF,1067.75961673269,77.0198964421905,-
DF,1067.75366078021,75.8758397640211,-
DF,1067.91092568972,74.7887660321876,-
DF,1069.02043927239,74.1416581028469,-
DF,1069.59653068245,73.8972672750924,-
DF,1070.69645680284,73.6626934966442,-
DF,1072.28972269124,74.6892177476704,-
DF,1073.6088861655,75.0348378163809,-
DF,1073.94782963332,74.3889595890607,-
DF,1072.43312365719,73.4594046556055,-
DF,1071.56533795041,72.0134590362577,-
DF,1071.13962343244,71.1119261035593,-
DF,1071.65364336254,69.5821027196931,-
DF,1071.71252829805,68.9296070643547,-
DF,1071.85593343443,68.3213317072339,-
DF,1071.17645343998,67.3536935023595,-
DF,1070.82741992911,66.6990323895112,-
DF,1070.38514362849,66.1651417486947,-
DF,1070.5757922724,65.7695015086383,-
DF,1070.75880357251,65.1581312016961,-
DF,1070.77376237628,64.1447629657347,-
DF,1070.13138679136,63.8362187150801,-
DF,1069.84590770505,63.4730975100215,-
DF,1070.46613234607,63.6149047183227,-
DF,1070.44975818044,63.3978823776409,-
DF,1071.16791540303,64.9037906148801,-
DF,1071.0211298065,65.8321645011367,-
DF,1071.12582794187,66.8688695440749,-
DF,1070.87049692961,67.7167418011285,-
DF,1069.33133923143,70.4792897202611,-
DF,1071.17441444633,73.4622871060262,-
DF,1077.28449116736,76.4111952466239,-
DF,1086.64204425552,80.0489484087182,-
DF,1100.69268985319,84.1641834136337,-
DF,1112.64333141777,83.9999556688989,-
DF,1118.37425020434,93.145298649712,-
DF,1113.04434975167,108.815692263223,-
FE,1102.38454884634,140.156479490246,-
TIME,-,-,00:00:04.9753320
FS,1165.90775341244,71.1481833621521,-
DF,1163.88269218469,77.0996833300417,-
DF,1162.59627853812,80.9174388239652,-
DF,1162.74422064879,84.6391442998379,-
DF,1163.56309708442,85.7018742431057,-
DF,1164.17002049603,83.5400316901005,-
DF,1165.09269689902,81.2331209675645,-
DF,1165.39714496838,80.397464308997,-
DF,1165.32369640879,79.6523585276671,-
DF,1164.92790880244,78.9633143855493,-
DF,1164.27245895238,76.980515244585,-
DF,1163.56334263565,75.0098887237007,-
DF,1162.35799261659,71.3199625401038,-
DF,1161.93594210401,67.7141269661615,-
DF,1162.00739811807,64.5992504826952,-
DF,1161.85552966245,63.3233685556059,-
DF,1159.90587791759,62.1487888270152,-
DF,1160.37418391609,63.4249340510736,-
DF,1159.62006712758,62.7574504730873,-
FE,1158.11183355057,61.4224833171147,-
TIME,-,-,00:00:00.2106575
FS,1129.94562113876,56.540618533829,-
DF,1138.16536872171,45.4679480335655,-
DF,1144.08941493154,42.1798451129935,-
DF,1146.27367117215,45.617205048733,-
DF,1147.13363696335,44.8207576470606,-
DF,1148.62899269805,44.5840579005179,-
DF,1150.19460188839,43.3609466751075,-
DF,1151.96822986815,43.5100358306187,-
DF,1154.2525178343,40.8562213796038,-
DF,1155.62520455997,40.0622948719215,-
DF,1156.93485800262,40.4506418859139,-
DF,1155.81438705494,39.6475496590468,-
DF,1154.63629175163,36.4905778105197,-
DF,1153.46202782932,36.8759374453088,-
DF,1152.29970967793,37.5068485127781,-
DF,1150.63074002918,36.2767264949035,-
DF,1151.1999494636,37.3889328836892,-
DF,1151.92091985544,35.3634021068085,-
DF,1152.27094513311,34.4879332084633,-
DF,1152.32384605858,30.9642258229894,-
DF,1152.19477600417,27.8579499396193,-
DF,1151.44270593836,24.9842690355721,-
DF,1153.70358272027,20.5096183784317,-
DF,1164.4464814834,16.9468512836863,-
DF,1175.46353223117,11.0530254527961,-
FE,1197.4976337267,-0.734626208984199,-
TIME,-,-,00:00:00.2769424
FS,1197.01501489658,28.2529236124469,-
DF,1194.51325071293,29.4760970508955,-
DF,1191.38104168663,31.7700289493176,-
DF,1192.9111866935,31.4211461196387,-
DF,1193.93128336474,31.1885575665193,-
DF,1190.77051576122,26.83566093205,-
DF,1187.4427385283,22.1736642924304,-
DF,1185.87675319835,13.6095356500235,-
DF,1184.67457061927,7.35104440113576,-
DF,1183.256237827,4.71005438944603,-
DF,1182.31846153611,2.69583285605731,-
DF,1181.87492718154,1.57778690354618,-
DF,1181.1660179714,-0.166955632780397,-
DF,1183.38385409995,-1.99110147889914,-
DF,1185.81707129065,-3.6207950877214,-
DF,1189.4467771463,-2.6820743229513,-
DF,1190.35314022976,-2.05118162729777,-
DF,1192.06311618627,-2.37791359837725,-
DF,1193.09109104436,-1.50282240669132,-
DF,1191.73574181263,-0.786166641173613,-
DF,1192.97449291095,-0.540998885956689,-
DF,1194.02070083909,-1.60236103096627,-
DF,1195.71822726264,-0.248902021606234,-
DF,1198.28700544223,0.189851764315359,-
DF,1197.22542499838,-0.626292450421584,-
DF,1197.69245417587,0.0770793273178594,-
DF,1198.05501275053,0.904550718767676,-
DF,1198.97952152953,0.940279525805066,-
DF,1198.65087662165,2.33696968892156,-
DF,1197.89213720268,5.16383199604943,-
DF,1197.09814338001,8.87600272379758,-
DF,1197.34610782241,13.3299702212128,-
DF,1197.374800006,17.5817725370157,-
DF,1198.69137116358,21.1458755155896,-
DF,1199.85193900363,23.48782941726,-
DF,1201.99448935204,24.0844071573253,-
DF,1205.0253459855,25.4919046993594,-
DF,1204.95411652122,26.4744214533885,-
DF,1203.50813956935,28.0108079533704,-
DF,1202.49075400234,30.5660365142878,-
DF,1200.27213189443,32.3980376085821,-
DF,1199.37425183085,34.410963939463,-
DF,1200.10334997812,34.2975610609399,-
DF,1200.98930790501,34.2024303234189,-
DF,1201.62359363334,34.4109494208648,-
DF,1200.16251391238,34.0321205971826,-
DF,1198.91945276872,32.8798122241821,-
DF,1197.82123295771,31.5797132514505,-
DF,1197.20908045053,30.8005811137688,-
DF,1195.59745091308,31.7541631907812,-
DF,1194.32745039519,32.4512095470341,-
DF,1193.88456888263,33.1661984603348,-
DF,1193.92408446778,35.1173106031957,-
DF,1192.95155298739,36.7348637512281,-
DF,1192.06876594525,36.9095413060494,-
DF,1192.94642611729,38.0318609439353,-
